user_name,user_followers,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
topsellplazasidoarjo,36.1K,7475935555486829830,Mimin si naksir si seri reno🤩‼️,2025-02-27 03:28:07,2025-05-18 09:11:24,00:08,15.1M,183K,2765,6851,18.2K,"oppo, opporeno13series, fypシ゚viral, fyp, fyourpage, xybca, sidoarjo",https://www.tiktok.com/@topsellplazasidoarjo/video/7475935555486829830,7.468576521616756e+18,suara asli - Randa Adjaya,451.2K videos,mr.adjaya,False
mrbinh2024,30.8K,7489612874663365943,Khi tôi trang điểm để đi chơi lễ hội với bạn trai.,2025-04-05 00:03:06,2025-05-18 09:11:37,01:09,,43.6K,302,566,2825,"foryou, foryoupage, me, funny, funny, fyp, viral, xuhuong, review, lamdep, makeup",https://www.tiktok.com/@mrbinh2024/video/7489612874663365943,7.48961288854661e+18,nhạc nền - GenZ Story,1 videos,Mr Bình,False
tongkhogiadungzonix,9908,7498556187361676552,,2025-04-29 02:27:43,2025-05-18 09:11:50,00:12,10.1M,210.8K,2794,27.1K,13K,"zonix, vietnam, fyp, vietnamtoiyeu, giadung, summer, bểbơi, muahe, summer",https://www.tiktok.com/@tongkhogiadungzonix/video/7498556187361676552,6.991101243779223e+18,Bài Ca Tôm Cá,25.4K videos,𝙆𝙝𝙖𝙡𝙖 𝙏𝙖̂𝙢𝙏𝙧𝙖̣𝙣𝙜ツ,False
lethuy120989,71.5K,7492063556402154759,Hội chị em nói lời các ông anh 😂😆😍😷,2025-04-11 14:33:00,2025-05-18 09:12:04,00:19,26.1M,1.3M,23.7K,174.9K,68.2K,,https://www.tiktok.com/@lethuy120989/video/7492063556402154759,7.432310229214907e+18,nhạc nền - Chill Dữ Chưa,5763 videos,Chill Dữ Chưa,False
khanhtrn2,291.6K,7487439794931322118,,2025-03-30 03:30:26,2025-05-18 09:12:20,00:12,,130.6K,867,21.2K,2801,,https://www.tiktok.com/@khanhtrn2/video/7487439794931322118,7.118930110685711e+18,SHOUT OUT x BLANK SPACE,192.3K videos,C_M2261,False
luc.evisu,1M,7497960017883106578,"Chuyền 2 nét, đập banh phải chuẩn như vậy!",2025-04-27 11:54:17,2025-05-18 09:12:44,00:11,5.4M,142.1K,527,6008,4413,lucevisu,https://www.tiktok.com/@luc.evisu/video/7497960017883106578,7.497960049084616e+18,nhạc nền - Lực Evisu,5 videos,Lực Evisu,False
ceri__ceri,1.5M,7474225805355224338,Cảnh này thật quen thuộc 😌,2025-02-22 12:53:25,2025-05-18 09:13:22,00:17,,464.3K,1803,7923,20.1K,"thuhaceri, ceri, cerithuha",https://www.tiktok.com/@ceri__ceri/video/7474225805355224338,6.927016038370429e+18,,,,False
vdhiep2k1,1.5M,7478296528537275666,Ngựa cho cố vào,2025-03-05 12:09:54,2025-05-18 09:13:37,00:42,2.8M,191.3K,1634,19.4K,6961,"fyp, xuhuong, viral",https://www.tiktok.com/@vdhiep2k1/video/7478296528537275666,7.460407597926567e+18,8 vạn 6 ngàn thuong remix hạo thiên,95.8K videos,Hạo Thiên,False
windy.anime_,26K,7488931188141313335,Một đoạn phim ý nghĩa trong Doraemon mà bạn biết?,2025-04-03 03:57:48,2025-05-18 09:14:30,00:19,638.5K,78.6K,372,2625,8460,"doraemon, doraemonedit, anime, animeedit, fyp, xh, windydora",https://www.tiktok.com/@windy.anime_/video/7488931188141313335,7.488931219083251e+18,nhạc nền - 𝐖𝐢𝐧𝐝𝐲 𝐃𝐨𝐫𝐚 風🐳,26 videos,𝐖𝐢𝐧𝐝𝐲 𝐃𝐨𝐫𝐚 風🐳,False
caonho,4.3M,7490532499379064071,Cùng ý nghĩa nhưng khác câu chữ là nghe nó khác liền à,2025-04-07 11:31:43,2025-05-18 09:14:44,00:52,5.5M,413.7K,4972,105.6K,44K,caonho,https://www.tiktok.com/@caonho/video/7490532499379064071,7.490532541015903e+18,nhạc nền - CÁO NHỎ,4 videos,CÁO NHỎ,False
