user_name,user_followers,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
10c8.kt.ni.yu.thn,23.2K,7479246574183271688,Đang mơ mà..,2025-03-08 01:36:33,2025-05-16 03:52:25,00:11,34.2M,3.9M,17.1K,795.5K,206.1K,xhhhhhhhhhhhhhhhhhhhhhhh,https://www.tiktok.com/@10c8.kt.ni.yu.thn/video/7479246574183271688,7479246616612834064,nhạc nền - 10c8 kết nối yêu thương,42 videos,10c8 kết nối yêu thương,false
alize_lei,57.4K,7485451170257931538,How to ACTUALLY eat Oreo cookies,2025-03-24 18:53:34,2025-05-16 03:52:49,00:24,,602.8K,8884,90.9K,31.5K,,https://www.tiktok.com/@alize_lei/video/7485451170257931538,7485451265212779280,original sound - One & Only Alize,20 videos,Alize,false
janisvyg,1.3M,7500629248432966913,คนไทยใจดีเกินบรรยายจริง ๆ 🥹 ทุกครั้งที่เจอคืออบอุ่นหัวใจเสมอ 🇹🇭❤️ #ThailandKindness #fyp #iconsiam,2025-05-04 16:32:15,2025-05-16 03:53:06,00:22,,363.3K,909,1307,8771,,https://www.tiktok.com/@janisvyg/video/7500629248432966913,7500629468491352848,original sound - janis_vyg,94 videos,janis_vyg,false
tritrungg.198,515.1K,7498710337093389575,Sự thật là đây !!! (Tee:,2025-04-29 12:25:54,2025-05-16 03:53:27,00:23,673.9K,26.6K,282,252,1185,ngophuoctrung,https://www.tiktok.com/@tritrungg.198/video/7498710337093389575,7493845748456147728,nhạc nền - 𝘼𝙧𝙞𝙨 𝙈𝙪𝙨𝙞𝙘,11.7K videos,𝘼𝙧𝙞𝙨 𝙈𝙪𝙨𝙞𝙘,false
wesaigon,204.3K,7494491709125004562,Xe quan trọng hơn bạn gái,2025-04-18 03:35:28,2025-05-16 03:53:49,00:19,,9935,204,3007,356,,https://www.tiktok.com/@wesaigon/video/7494491709125004562,7494491738942245648,nhạc nền - Tin Tức News,1 videos,Tin Tức News,false
viamiu,308.7K,7473710546894834951,👚 :,2025-02-21 03:33:57,2025-05-16 03:54:09,00:16,,93.5K,534,1652,5336,,https://www.tiktok.com/@viamiu/video/7473710546894834951,,nhạc nền - cô bé hay buồ🫐🫐 - Như ý ❤️‍🔥,,,
stylistkhucmanhquan,45.7K,7487386235636403461,Chú Hinh siu dễ thương ạ,2025-03-30 00:02:36,2025-05-16 03:54:28,00:24,1.7M,28.2K,265,335,1154,"hoaminzy, bacbling, stylistkhucmanhquan, stylist, khucmanhquan, tiktokgiaitri, giaitritiktok, casyhoaminzy",https://www.tiktok.com/@stylistkhucmanhquan/video/7487386235636403461,,Bắc Bling (Bắc Ninh) (Prod. by Masew) - Hòa Minzy & NSUT Xuân Hinh & Tuấn Cry,,,
papiabeabeabe,2.7M,7478661579848928520,"Maap be, papi ndak ikut kalo dance ini, lemak papi bakal berhamburan 😭😭😭😭😭",2025-03-06 11:46:29,2025-05-16 03:54:45,00:15,100.3M,7.6M,94.4K,642.1K,368.6K,,https://www.tiktok.com/@papiabeabeabe/video/7478661579848928520,,RYAN WDF X DJ NASA X VINSKY,,,
tng.bi.rui,92.1K,7487082248076938502,mỹ nhân kế,2025-03-29 04:22:58,2025-05-16 03:55:02,00:09,1.4M,16.3K,180,1219,970,tungbairuoi,https://www.tiktok.com/@tng.bi.rui/video/7487082248076938502,7487082282067479351,nhạc nền - Tùng Bài Ruồi,2 videos,Tùng Bài Ruồi,false
miuyangho25004,388.3K,7495731284166135047,Tay em đang runrun nhưng anh thì cứ rót đi…,2025-04-21 11:45:39,2025-05-16 03:55:24,00:43,3.2M,206K,5627,5468,16K,"freefire, miuyangho2k4, highlights, xuhuong, garenafreefire",https://www.tiktok.com/@miuyangho25004/video/7495731284166135047,7432557386898393873,Hai Phút Hơn,1551 videos,hongquang01.aep,false
