user_name,user_followers,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
beatvn_official,8.5M,7496830494114450695,Bản đồng ca người miền Tây,2025-04-24 10:51:09,2025-05-19 11:07:59,00:39,,364K,5995,41.4K,17.1K,"beatnetwork, beatvn",https://www.tiktok.com/@beatvn_official/video/7496830494114450695,7.496830540415634e+18,nhạc nền - BEATVN,7 videos,BEATVN,False
embetruyenhinh,321.2K,7494654926543457537,Gặp ở ngoài Cue mà: Hùuuu,2025-04-18 14:08:50,2025-05-19 11:08:42,00:32,1.9M,187.9K,805,8223,3310,embetruyenhinh,https://www.tiktok.com/@embetruyenhinh/video/7494654926543457537,7.494654982500224e+18,nhạc nền - Em bé Truyền Hình,5 videos,Em bé Truyền Hình,False
_17thang_2,1213,7502490657131416840,Anh chọn em rồi đó 🫵🏻.....,2025-05-09 16:55:28,2025-05-19 11:09:13,00:14,1.2M,81.6K,696,3562,6018,"hieuthuhai, ATSH, concertday6, crocnroll, cherishieuthuhai",https://www.tiktok.com/@_17thang_2/video/7502490657131416840,7.499303010678361e+18,nhạc nền - Công Minh😉,16.3K videos,Công Minh😉,False
phan.huu.anh.2013,7244,7475351204290219282,top 7 dragon mà tôi thấy tâm đắc nhất,2025-02-25 13:40:32,2025-05-19 11:09:45,01:00,1.6M,94.7K,2158,4899,5236,"dragon🐲, xuhuongtiktok, xunghuong, dragon🐲, greenscreen, unfrezzmyaccount, n, huuanh",https://www.tiktok.com/@phan.huu.anh.2013/video/7475351204290219282,,nhạc nền - ๖²⁴ʱ𝐩𝐡𝐨𝐧𝐤❖ᵛᶰシ - Dark Lord,,,
quaymusic,58.5K,7505011325433597192,chừa nguyên một xe luôn nhaa..,2025-05-16 11:56:57,2025-05-19 11:10:09,01:26,3.8M,90.5K,594,1324,5592,"gianhuconconcha, lambaongoc, nguyenhongthuan, quaymusic, quaymusic25, namviet",https://www.tiktok.com/@quaymusic/video/7505011325433597192,,Giá Như Con Còn Cha - Nguyễn Hồng Thuận & Lâm Bảo Ngọc,,,
_traidouyin24,--,7494621103688633608,2 ce dễ thương,2025-04-18 11:57:35,2025-05-19 11:10:37,00:28,,121.1K,354,2379,6772,"dingdingdangdang, trend, dance, douyin抖音",https://www.tiktok.com/@_traidouyin24/video/7494621103688633608,7.494621131236773e+18,nhạc nền - 𝔅𝔯𝔦𝔤𝔦𝔱𝔱𝔢 🥀,122 videos,𝔅𝔯𝔦𝔤𝔦𝔱𝔱𝔢 🥀,False
phongkhamtuetam,332.8K,7487464194242071814,Mọi Thứ Đều Khiến Trầm Trồ - Cả Ba mẹ và bé đều không tin rằng đã chữa cho bé xong.,2025-03-30 05:05:07,2025-05-19 11:11:21,00:50,10.7M,518.2K,1897,4697,27.4K,"nanchinhxuongkhop, yhocthethao, chiropractic, nanchinh, fyp, trending, trendingvideo, xuhuong, tuetam, phongkhamtuetam, yhoccotruyen, dongy, yhoccotruyentrunghoa",https://www.tiktok.com/@phongkhamtuetam/video/7487464194242071814,7.487464323397914e+18,nhạc nền - Phòng Khám Tuệ Tâm -慧心诊所,35 videos,Phòng Khám Tuệ Tâm -慧心诊所,False
nkl1011211,37.4K,7504274852493249810,,2025-05-14 12:19:04,2025-05-19 11:11:48,00:21,441.7K,24.5K,329,1988,1700,"nguoitronggiangho, lamchankhang, haonam, viral, fypツ, abcxyz, kimjunsee, amam, nkl1011211, xhuongtiktok, fyppppppppppppppppppppppp, xhhhhhhhhhhhhhhhhhhhhhhh, xhuongtiktok, xuhướng, xhuonggggg🐰, xuhướng, xuhướng, xhhhhhhhhhhhhhhhhhhhhhhh, xhhhhhhhhhhhhhhhhhhhhhhh, xhhhhhhhhhhhhhhhhhhhhhhh, xhuongtiktok, xuhướng, xhuongtiktok, xuhướng",https://www.tiktok.com/@nkl1011211/video/7504274852493249810,7.504274879206673e+18,nhạc nền - .𖥔 ݁ ˖𝙶à 𝙲𝙾𝙽🦢˚. ᵎᵎ,8 videos,.𖥔 ݁ ˖𝙶à 𝙲𝙾𝙽🦢˚. ᵎᵎ,False
embetruyenhinh,321.2K,7474470801882844434,Recap 1 năm đầu đời của Cue thúi,2025-02-23 04:44:07,2025-05-19 11:12:06,01:27,2.5M,230K,912,4568,5386,embetruyenhinh,https://www.tiktok.com/@embetruyenhinh/video/7474470801882844434,7.474471043063647e+18,nhạc nền - Em bé Truyền Hình,1 videos,Em bé Truyền Hình,False
saodidaudo,73K,7495658288911027464,Cưng quá con gái ơiii - Nguồn: Lyhairstylist,2025-04-21 07:02:24,2025-05-19 11:12:30,00:49,3.9M,212.7K,354,3089,5258,"saodidaudo, dongnhi, winnie, winnieong, theaterofdreams, tunhien, albumvol4, hotmom, showbizviet, vbiz",https://www.tiktok.com/@saodidaudo/video/7495658288911027464,7.493408575592466e+18,Tự Nhiên,527 videos,Đông Nhi,False
ig.khalac248,645.9K,7479804029330115861,,2025-03-09 13:39:46,2025-05-19 11:12:51,00:15,,168.8K,407,2394,6943,,https://www.tiktok.com/@ig.khalac248/video/7479804029330115861,7.446360211146706e+18,Nhận Pr Nonstop Giá Rẽ,6923 videos,𝘿𝘼𝙆 𝙈𝙪𝙨𝙞𝙘 ✈️,False
333nvk33,11.2K,7489756596797492486,Lí do tui không ngừng cố gắng 😍,2025-04-05 09:20:49,2025-05-19 11:13:13,00:32,1.4M,85.9K,326,1400,2341,"nvkhang33333, vankhangchaybo, khangtphcm, khangupes",https://www.tiktok.com/@333nvk33/video/7489756596797492486,7.489756605517745e+18,nhạc nền - Khang Điền Kinh🇻🇳,103 videos,Khang Điền Kinh🇻🇳,False
tinnhanh24honline.tb,48.2K,7504606648011410696,"Nữ sinh Việt gắn cờ tổ quốc lên mũ, tỏa sáng giữa trường Mỹ",2025-05-15 09:46:36,2025-05-19 11:13:31,01:20,3.6M,249.6K,1692,3504,5464,"tinnhanh24honline, tiktoknews, tinnhanh, tbgroup, tintuc, khampha, giaitri, vietnam, yeunuoc, my, duhocsinh",https://www.tiktok.com/@tinnhanh24honline.tb/video/7504606648011410696,7.504606725786406e+18,nhạc nền - Tin Nhanh 24h Online,2 videos,Tin Nhanh 24h Online,False
aehuyhung,330.3K,7504579774841425160,Ai biết ae tui đứng đâu không 😂,2025-05-15 08:02:19,2025-05-19 11:13:57,00:17,3.3M,191.9K,2682,6450,12.1K,"chauxuanhuy, chauxuanhung, aehuyhung",https://www.tiktok.com/@aehuyhung/video/7504579774841425160,,nhạc nền  - ᥫዞ୲ㄴㄴ ..🍃,,,
trangrung08,3M,7499344899582594322,Các nạn nhân đâu,2025-05-01 05:28:19,2025-05-19 11:14:22,00:58,5M,423.2K,12.7K,56.2K,19K,"vtvcab, trangrung, fyb, xuhuong",https://www.tiktok.com/@trangrung08/video/7499344899582594322,7.499344929362087e+18,nhạc nền - Trang Rừng 🤭🤭,3 videos,Trang Rừng 🤭🤭,False
haelynintown,10.6K,7490405146124832006,mình chọn bạng rồi 😋|,2025-04-07 03:17:31,2025-05-19 11:14:37,01:06,,103.1K,134,3460,4129,"ninhduongstory, ninhanhbui, nguyentungduong, nab, amiuoi, pamyeuoi, hatnhaifamily, fyp",https://www.tiktok.com/@haelynintown/video/7490405146124832006,7.278683491607252e+18,original sound,3463 videos,sakuralovemagic,False
tuongpham2010,3475,7495988394770631953,Tại thấy dễ thương nên vô tình quay thui chớ em hum cố ý đâu 🫢🤭,2025-04-22 04:23:22,2025-05-19 11:14:54,00:20,2.3M,236.2K,2079,24.5K,8406,,https://www.tiktok.com/@tuongpham2010/video/7495988394770631953,7.484506310361681e+18,nhạc nền - 《Channy》Captain Boy 🐑💗,2697 videos,《Channy》Captain Boy 🐑💗,False
60giay.com,10.3M,7504614121158053128,THÁNG NÀY NĂM NGOÁI SỰ VIỆC CỦA MÈO BÉO ĐÃ GÂY CHẤN ĐỘNG,2025-05-15 10:15:36,2025-05-19 11:15:18,00:48,,221.6K,6829,69.6K,9316,"theanh28, 60giay, theanh28news",https://www.tiktok.com/@60giay.com/video/7504614121158053128,7.504614267208322e+18,nhạc nền - 60giay.com,17 videos,60giay.com,True
yinggehun,84K,7490136005878615303,一招一式高能传承，富美英歌英歌队教练手把手教庄恩琪。最后这段现学现跳你给打几分？,2025-04-06 09:53:07,2025-05-19 11:15:33,00:37,,264.3K,713,1944,13.5K,"英歌小女孩, 富美青年英歌, 庄恩琪, dou来广东百千万, 百young非遗计划, 英歌魂, yinggedance",https://www.tiktok.com/@yinggehun/video/7490136005878615303,7.490136035960114e+18,原声 - 英歌~魂,38 videos,英歌~魂,False
tuquy2ne,542.8K,7474242655640243472,Chiếc clip này dành tặng cho những ai sinh vào tháng 2 🎂,2025-02-22 13:58:48,2025-05-19 11:15:57,01:07,,146.6K,2687,40.3K,10.7K,"tiktokgiaitri, xuhuongtiktok, tuquy2, fyp, viral",https://www.tiktok.com/@tuquy2ne/video/7474242655640243472,7.47424277810119e+18,nhạc nền - TỨ QUÝ 2,17 videos,TỨ QUÝ 2,False
lethikhanhhuyen2004,7.2M,7503394897370565896,Ba mẹ yêu em 🫶🏻,2025-05-12 03:24:23,2025-05-19 11:16:23,01:02,9.5M,705.8K,3544,28.7K,12.2K,"lethikhanhhuyen, baoanhsam, birthday, baby",https://www.tiktok.com/@lethikhanhhuyen2004/video/7503394897370565896,7.376165224995047e+18,Happy Cheerful Piano,2150 videos,,False
duongbaolam,5.9M,7488678423343254790,Lá chuối xanh gói đòn bánh tét,2025-04-02 11:36:57,2025-05-19 11:16:55,01:09,,638.9K,12.8K,87.3K,27.9K,,https://www.tiktok.com/@duongbaolam/video/7488678423343254790,,nhạc nền  - HIEUTHUHAI,,,
